LOCATION,TIME,Land area (hectare),Agricultural land (% of land area),Forest area (% of land area),Cereal yield (kg per hectare),Cash Crop yield(kg per hectare),Employment in agriculture (% of total employment) (modeled ILO estimate),Livestock production index (2004-2006 = 100)
IND,1986,297319000,60.94195124,22.38733499,1585.4,317.08,68.1300183,53.1
IND,1987,297319000,61.06000626,22.16346164,1583.7,316.74,61.31701647,54.31
IND,1988,297319000,60.90798099,21.94182702,1775.8,355.16,61.93638027,55.9
IND,1989,297319000,61.04588001,21.72240875,1916.4,383.28,68.8182003,58.62
IND,1990,297319000,61.01628218,21.50518467,1891.2,378.24,61.93638027,60.66
IND,1991,297319000,61.07446884,21.55398799,1926.3,385.26,62.56200027,61.68
IND,1992,297319000,60.97995755,21.60279001,2024.8,404.96,62.40999985,63.8
IND,1993,297319000,61.00585566,21.65159333,2084.9,416.98,62.27399826,66.06
IND,1994,297319000,60.97524881,21.70039535,2115.5,423.1,62.1780014,68.33
IND,1995,297319000,60.85887548,21.74919867,2111.7,422.34,61.88399887,71.75
IND,1996,297319000,60.73913877,21.798002,2181,436.2,61.70100021,74.18
IND,1997,297319000,60.87098369,21.84680401,2228.6,445.72,61.04600143,76.29
IND,1998,297319000,60.83499541,21.89560734,2248.4,449.68,60.67399979,79.1
IND,1999,297319000,60.88443725,21.94440935,2313.7,462.74,60.17300034,82.5
IND,2000,297319000,60.86896566,21.99321268,2294.2,458.84,59.64500046,84.62
IND,2001,297319000,60.70483218,22.14920569,2423.1,484.62,59.2859993,87.86
IND,2002,297319000,60.72938494,22.30520134,2187.3,437.46,58.70899963,89.62
IND,2003,297319000,60.62478348,22.46119435,2399.4,479.88,58.24300003,91.62
IND,2004,297319000,60.66716221,22.61719,2350,470,56.73400116,95.85
IND,2005,297319000,60.58341377,22.77318301,2411.6,482.32,55.9980011,99.83
IND,2006,297319000,60.50941918,22.91316839,2446.5,489.3,55.1629982,104.32
IND,2007,297319000,60.4132262,23.05315114,2583.3,516.66,53.93399811,110.92
IND,2008,297319000,60.45930465,23.19313652,2637.9,527.58,52.57799911,114.55
IND,2009,297319000,60.56390611,23.33311927,2580.8,516.16,52.44800186,118.54
IND,2010,297319000,60.39741826,23.47310465,2676.4,535.28,51.51499939,123.49
IND,2011,297319000,60.43004315,23.53310701,2860.7,572.14,48.98099899,128.2
IND,2012,297319000,60.42062566,23.59310938,2963.5,592.7,47.00400162,131.89
IND,2013,297319000,60.43946065,23.65311437,2969.9,593.98,46.35599899,136.32
IND,2014,297319000,60.44719645,23.71311674,2960.4,592.08,45.8409996,143.11
IND,2015,297319000,60.44719645,23.77311911,2856.7,571.34,45.67399979,149.7
IND,2016,297319000,60.44719645,23.83312147,3021.1,604.22,45.14300156,152.71
IND,2017,297319000,0,0,3160.8,632.16,44.05400085,152.7098473
IND,2018,297319000,0,0,0,0,43.32899857,152.7096946
IND,2019,0,0,0,0,0,42.38499832,152.7095419
IND,2020,0,0,0,0,0,41.49000168,152.7093892
IDN,1960,0,0,68.04029112,0,0,65.6861027,16.6815
IDN,1961,181157000,21.30748467,68.04709583,1541.7,308.34,66.34959869,16.85
IDN,1962,181157000,21.30748467,68.05390122,1553.5,310.7,73.72177632,17.65
IDN,1963,181157000,21.2798843,68.06070729,1501.9,300.38,66.34959869,17.64
IDN,1964,181157000,21.2798843,68.06751404,1512.8,302.56,67.01979666,18.38
IDN,1965,181157000,21.25228393,68.07432147,1559.8,311.96,74.46644073,18.62
IDN,1966,181157000,21.22468356,68.08112958,1514.3,302.86,67.01979666,18.26
IDN,1967,181157000,21.22468356,68.08793838,1549.3,309.86,67.6967643,18.12
IDN,1968,181157000,21.22468356,68.09474785,1808.5,361.7,60.92708787,19.36
IDN,1969,181157000,21.19708319,68.10155801,1944.1,388.82,61.542513,19.46
IDN,1970,181157000,21.19708319,68.10836884,2000.8,400.16,68.38057,21.64
IDN,1971,181157000,21.16948282,68.11518036,2081.7,416.34,61.542513,22.39
IDN,1972,181157000,21.16948282,68.12199256,2152.4,430.48,62.16415454,23.54
IDN,1973,181157000,21.14188246,67.44077264,2127.2,425.44,69.07128283,24.12
IDN,1974,181157000,21.14188246,66.76636491,2280.3,456.06,62.16415454,25.58
IDN,1975,181157000,21.11759413,66.09870126,2307.3,461.46,62.7920753,26.04
IDN,1976,181157000,21.00167258,65.43771425,2472.6,494.52,56.51286777,27.14
IDN,1977,181157000,21.00167258,64.78333711,2424.5,484.9,57.08370482,27.42
IDN,1978,181157000,21.00167258,64.13550373,2493,498.6,63.42633868,28.17
IDN,1979,181157000,20.97628024,63.4941487,2622.4,524.48,57.08370482,30.49
IDN,1980,181157000,20.97628024,64.13550373,2865.7,573.14,57.66030789,32.51
IDN,1981,181157000,20.94867987,64.78333711,3022.1,604.42,64.06700877,34.12
IDN,1982,181157000,20.94867987,65.43771425,3332.1,666.42,57.66030789,36.06
IDN,1983,181157000,20.92107951,66.09870126,3320.3,664.06,58.24273525,40.51
IDN,1984,181157000,20.45297725,66.76636491,3379.4,675.88,52.41846172,43.51
IDN,1985,181157000,21.90310063,67.44077264,3513.3,702.66,52.94794113,46.3
IDN,1986,181157000,22.79348852,68.12199256,3476.2,695.24,58.8310457,51.32
IDN,1987,181157000,24.00404069,67.44077264,3604.7,720.94,52.94794113,52.76
IDN,1988,181157000,24.3639495,66.76636491,3568.3,713.66,53.48276882,54.91
IDN,1989,181157000,24.5284477,66.09870126,3778.6,755.72,59.42529869,58.16
IDN,1990,181157000,24.88614848,65.43771425,3800.2,760.04,53.48276882,62.23
IDN,1991,181157000,22.92155423,64.38139207,3862.1,772.42,54.02299881,67.81
IDN,1992,181157000,22.82605696,63.3250699,3817.1,763.42,54.95199966,72.37
IDN,1993,181157000,23.19314186,62.26875204,3916.3,783.26,50.68600082,77.83
IDN,1994,181157000,23.16830153,61.21242986,3865.5,773.1,46.22399902,83.27
IDN,1995,181157000,23.72417295,60.15610769,3842.8,768.56,43.98400116,80.17
IDN,1996,181157000,23.71865288,59.09978551,3944.9,788.98,44.01900101,83.99
IDN,1997,181157000,24.027225,58.04346334,4011.4,802.28,41.18399811,83.66
IDN,1998,181157000,24.22042758,56.98714547,3816.9,763.38,44.95600128,73.68
IDN,1999,181157000,25.32444233,55.9308233,3895.7,779.14,43.20600128,69.55
IDN,2000,181157000,26.04205192,54.87450112,4026.4,805.28,45.27999878,74.87
IDN,2001,181157000,26.33075178,54.7031589,4044.9,808.98,43.77099991,80.81
IDN,2002,181157000,26.59626733,54.53181667,4169.5,833.9,44.33800125,89.97
IDN,2003,181157000,28.15568816,54.36047013,4248.1,849.62,46.37900162,94.62
IDN,2004,181157000,29.45842556,54.1891279,4274.5,854.9,43.33000183,99.58
IDN,2005,181157000,28.61937435,54.01778568,4311.3,862.26,43.99499893,95.3
IDN,2006,181157000,28.4283798,53.63966063,4365.8,873.16,42.06399918,105.12
IDN,2007,181157000,29.25639087,53.26153557,4464.8,892.96,41.26100159,104.37
IDN,2008,181157000,29.80839824,52.88341052,4694.3,938.86,41.09600067,105.68
IDN,2009,181157000,30.69161004,52.50528547,4812.7,962.54,40.45399857,109.38
IDN,2010,181157000,30.69161004,52.12716042,4877.6,975.52,39.12799835,117.24
IDN,2011,181157000,31.18841668,51.74936743,4886.3,977.26,37.19300079,126.55
IDN,2012,181157000,31.18841668,51.37157445,5082,1016.4,35.93099976,133.21
IDN,2013,181157000,31.46442036,50.99377715,5085.4,1017.08,34.97499847,138.03
IDN,2014,181157000,31.46442036,50.61598417,5095.5,1019.1,34.2820015,140.49
IDN,2015,181157000,31.46442036,50.23819118,5306.6,1061.32,33.04399872,143.16
IDN,2016,181157000,31.46442036,49.8603982,5251.7,1050.34,31.81999969,144.98
IDN,2017,181157000,0,0,5166.3,1033.26,30.79000092,144.979855
IDN,2018,181157000,0,0,0,0,29.63400078,144.97971
IDN,2019,0,0,0,0,0,28.63500023,144.9795651
IDN,2020,0,0,0,0,0,27.72599983,144.9794201
IRN,1960,0,0,5.79399725,0,0,29.94375988,20.3742
IRN,1961,162876000,36.39026008,5.794576708,849.9,169.98,30.2462221,20.58
IRN,1962,162876000,36.40192539,5.795156223,883.6,176.72,33.60691345,21.57
IRN,1963,162876000,36.43876323,5.795735797,857.4,171.48,30.2462221,20.81
IRN,1964,162876000,36.47560107,5.796315428,850.2,170.04,30.5517395,21.27
IRN,1965,162876000,36.51243891,5.796895118,882.1,176.42,33.94637722,21.64
IRN,1966,162876000,36.51857855,5.797474865,883.6,176.72,30.5517395,21.59
IRN,1967,162876000,36.56155603,5.798054671,879.8,175.96,30.86034293,22.8
IRN,1968,162876000,36.59225423,5.798634534,875.1,175.02,27.77430863,23.56
IRN,1969,162876000,36.63523171,5.799214456,884.2,176.84,28.0548572,24.43
IRN,1970,162876000,36.65365063,5.799794435,884.7,176.94,31.17206356,25.39
IRN,1971,162876000,36.93239028,5.800374473,821.9,164.38,28.0548572,25.91
IRN,1972,162876000,37.32901103,5.800954568,917.9,183.58,28.3382396,26.9
IRN,1973,162876000,37.74712051,5.742945022,924.8,184.96,31.48693289,27.94
IRN,1974,162876000,37.42724527,5.685515572,908,181.6,28.3382396,28.86
IRN,1975,162876000,37.10798399,5.628660416,1052.9,210.58,28.62448445,29.23
IRN,1976,162876000,36.80714163,5.572373812,1220.4,244.08,25.762036,31.21
IRN,1977,162876000,36.64935288,5.516650074,1143.4,228.68,26.02225859,32.42
IRN,1978,162876000,36.14221862,5.461483573,1200.6,240.12,28.91362065,34.58
IRN,1979,162876000,36.78135514,5.406868738,1234.9,246.98,26.02225859,35.29
IRN,1980,162876000,35.43370417,5.461483573,1066.9,213.38,26.28510968,35.25
IRN,1981,162876000,35.78182175,5.516650074,1020.9,204.18,29.20567743,36.76
IRN,1982,162876000,36.14221862,5.572373812,1196.8,239.36,26.28510968,38.75
IRN,1983,162876000,36.35280827,5.628660416,1092.8,218.56,26.55061584,39.94
IRN,1984,162876000,36.55541639,5.685515572,1201.3,240.26,23.89555426,41.21
IRN,1985,162876000,37.06500651,5.742945022,1223.3,244.66,24.13692349,42.23
IRN,1986,162876000,37.26761463,5.800954568,1357,271.4,26.81880388,44.86
IRN,1987,162876000,37.47022275,5.742945022,1302.7,260.54,24.13692349,45.7
IRN,1988,162876000,37.98656647,5.685515572,1287.1,257.42,24.3807308,46.09
IRN,1989,162876000,37.88157862,5.628660416,1140.3,228.06,27.08970089,49.38
IRN,1990,162876000,37.75878582,5.572373812,1445.3,289.06,24.3807308,52.83
IRN,1991,162876000,38.67788993,5.58769833,1611.5,322.3,24.62700081,55.48
IRN,1992,162876000,39.16292149,5.603023447,1706.6,341.32,24.41300011,59.41
IRN,1993,162876000,39.38701835,5.618347964,1773.4,354.68,24.3390007,62.59
IRN,1994,162876000,39.39008817,5.633672481,1817.4,363.48,24.23399925,66.53
IRN,1995,162876000,39.42140033,5.648996999,1909.1,381.82,23.97599983,67.7
IRN,1996,162876000,39.55585844,5.664321516,1849.2,369.84,23.50799942,71.18
IRN,1997,162876000,39.19054987,5.679646033,1857.3,371.46,23.87100029,73.85
IRN,1998,162876000,39.77688548,5.694970551,2160.8,432.16,24.09199905,76.28
IRN,1999,162876000,39.10152509,5.710295068,2049.7,409.94,24.45700073,76.64
IRN,2000,162876000,38.608512,5.725619586,1835.1,367.02,24.52799988,81.39
IRN,2001,162876000,39.18502419,5.893391244,1932.6,386.52,24.72999954,83.87
IRN,2002,162876000,39.32071023,6.061169497,2272.9,454.58,24.69499969,84.16
IRN,2003,162876000,39.45639628,6.228941155,2383.4,476.68,24.52199936,90.11
IRN,2004,162876000,39.59208232,6.396718809,2417.1,483.42,24.62000084,94.95
IRN,2005,162876000,29.24371915,6.564491066,2301.2,460.24,24.75,101.41
IRN,2006,162876000,29.37940519,6.564491066,2391.8,478.36,23.1760006,103.64
IRN,2007,162876000,29.51509124,6.564491066,2454.3,490.86,22.81100082,107.94
IRN,2008,162876000,28.66290921,6.564491066,1720.9,344.18,21.21100044,99.03
IRN,2009,162876000,28.66364548,6.564491066,1997.2,399.44,20.86199951,105.16
IRN,2010,162876000,28.57351509,6.564491066,2173.5,434.7,19.22200012,101.7
IRN,2011,162876000,28.48338709,6.564491066,1713.7,342.74,18.68799973,104.21
IRN,2012,162876000,28.3932567,6.564491066,1745.4,349.08,18.59900093,110.25
IRN,2013,162876000,28.21410153,6.564491066,1847.1,369.42,18.29100037,111.72
IRN,2014,162876000,28.21410153,6.564491066,2051.5,410.3,17.8939991,112.68
IRN,2015,162876000,28.21410153,6.564491066,2230.9,446.18,18.0340004,106.37
IRN,2016,162876000,28.21410153,6.564491066,2653.4,530.68,17.98399925,108.9
IRN,2017,162876000,0,0,2317.1,463.42,17.58399963,108.8998911
IRN,2018,162876000,0,0,0,0,17.64800072,108.8997822
IRN,2019,0,0,0,0,0,17.9489994,108.8996733
IRN,2020,0,0,0,0,0,17.81599998,108.8995644
IRQ,1960,0,0,1.911371474,0,0,37.49201194,92.0106
IRQ,1961,43737000,20.12026431,1.911562631,905.8,181.16,37.87071914,92.94
IRQ,1962,43737000,20.24601596,1.911753806,951.4,190.28,42.07857682,93.42
IRQ,1963,43737000,20.37176761,1.911945001,787.8,157.56,37.87071914,93
IRQ,1964,43737000,20.2688799,1.912136214,747.8,149.56,38.25325165,92.73
IRQ,1965,43737000,20.39463155,1.912327447,808.9,161.78,42.50361295,90.12
IRQ,1966,43737000,20.40606352,1.912518699,780.2,156.04,38.25325165,92.32
IRQ,1967,43737000,20.53181517,1.91270997,830,166,38.63964813,94.84
IRQ,1968,43737000,20.54324714,1.91290126,1196.1,239.22,34.77568332,98.52
IRQ,1969,43737000,20.5546791,1.913092569,1142.8,228.56,35.12695285,101.86
IRQ,1970,43737000,20.56153829,1.913283898,1012.2,202.44,39.02994761,106.69
IRQ,1971,43737000,20.57525665,1.913475245,1078,215.6,35.12695285,106.97
IRQ,1972,43737000,20.94336603,1.913666612,1443.1,288.62,35.48177055,107.98
IRQ,1973,43737000,20.96622997,1.894529946,941.7,188.34,39.42418951,106.78
IRQ,1974,43737000,21.21773327,1.875584646,893,178.6,35.48177055,105.51
IRQ,1975,43737000,21.22916524,1.8568288,679.4,135.88,35.84017228,103.92
IRQ,1976,43737000,21.22916524,1.838260512,974.3,194.86,32.25615505,114.25
IRQ,1977,43737000,21.22916524,1.819877907,962.3,192.46,32.5819748,115.02
IRQ,1978,43737000,21.46695018,1.801679128,772.7,154.54,36.20219422,116.15
IRQ,1979,43737000,21.58126986,1.783662336,767.6,153.52,32.5819748,118.3
IRQ,1980,43737000,21.58126986,1.801679128,825.9,165.18,32.91108565,121.19
IRQ,1981,43737000,21.58126986,1.819877907,902.2,180.44,36.56787295,120.16
IRQ,1982,43737000,21.60642019,1.838260512,876.9,175.38,32.91108565,145.01
IRQ,1983,43737000,21.60642019,1.8568288,734.9,146.98,33.24352086,131.33
IRQ,1984,43737000,21.60642019,1.875584646,1015.9,203.18,29.91916878,144.62
IRQ,1985,43737000,21.6407161,1.894529946,985.1,197.02,30.2213826,152.72
IRQ,1986,43737000,21.675012,1.913666612,821.2,164.24,33.579314,160.82
IRQ,1987,43737000,21.675012,1.894529946,891.7,178.34,30.2213826,160.11
IRQ,1988,43737000,21.78933169,1.875584646,1052.2,210.44,30.52664909,161.34
IRQ,1989,43737000,21.10341359,1.8568288,920.9,184.18,33.91849899,188.82
IRQ,1990,43737000,21.10341359,1.838260512,1061,212.2,30.52664909,167.5
IRQ,1991,43737000,22.01797105,1.841461519,799.6,159.92,30.83499908,67.65
IRQ,1992,43737000,21.83505956,1.844662386,755,151,30.48999977,75.17
IRQ,1993,43737000,22.56670554,1.847863393,706.1,141.22,29.90699959,86.35
IRQ,1994,43737000,21.37778083,1.85106426,792.5,158.5,29.71800041,87.48
IRQ,1995,43737000,20.80618241,1.854265267,801.2,160.24,29.57900047,77.99
IRQ,1996,43737000,20.80618241,1.857466274,899.7,179.94,29.10400009,76.85
IRQ,1997,43737000,19.80016919,1.860667142,799.9,159.98,28.37000084,86.56
IRQ,1998,43737000,20.34890367,1.863868149,864.8,172.96,27.29599953,89.41
IRQ,1999,43737000,20.00594462,1.867069016,590,118,26.4489994,98.35
IRQ,2000,43737000,18.97706747,1.870270023,363.2,72.64,26.23999977,113.67
IRQ,2001,43737000,19.41148227,1.87347103,692.7,138.54,25.87700081,124
IRQ,2002,43737000,20.21172005,1.876671897,1306.4,261.28,26.15200043,129.47
IRQ,2003,43737000,19.868761,1.879872904,1209.8,241.96,27.28000069,81.86
IRQ,2004,43737000,19.868761,1.883073772,1191.6,238.32,25.44099998,92.78
IRQ,2005,43737000,21.46923657,1.886274779,948.1,189.62,24.90699959,108.73
IRQ,2006,43737000,20.5546791,1.886274779,1329.2,265.84,24.0529995,98.49
IRQ,2007,43737000,20.89763816,1.886274779,1264.8,252.96,23.67300034,101.27
IRQ,2008,43737000,18.72556417,1.886274779,1403.5,280.7,22.96999931,107.52
IRQ,2009,43432000,18.07423098,1.89952109,1774.5,354.9,22.45199966,104.2
IRQ,2010,43432000,18.92613741,1.89952109,1697.1,339.42,21.88599968,112.01
IRQ,2011,43432000,19.68594585,1.89952109,1798.5,359.7,21.42099953,121.72
IRQ,2012,43432000,19.72854117,1.89952109,2318.9,463.78,20.5,127.05
IRQ,2013,43412800.78,20.41736502,1.90036115,2214.8,442.96,19.93700027,126.68
IRQ,2014,43412800.78,21.35084545,1.90036115,2048.1,409.62,19.8010006,126.04
IRQ,2015,43412800.78,21.42225296,1.90036115,2693.5,538.7,19.36499977,124.72
IRQ,2016,43412800.78,21.42225296,1.90036115,3086.3,617.26,18.52599907,124.93
IRQ,2017,43412800.78,0,0,2750.6,550.12,18.58499908,124.9298751
IRQ,2018,43412800.78,0,0,0,0,18.38299942,124.9297501
IRQ,2019,0,0,0,0,0,18.09900093,124.9296252
IRQ,2020,0,0,0,0,0,17.78800011,124.9295003
IRL,1960,0,0,7.018346573,0,0,16.78902876,45.5103
IRL,1961,6889000,81.86964726,7.019048478,3141.5,628.3,16.95861491,45.97
IRL,1962,6889000,81.97125853,7.019750453,3330.8,666.16,18.84290545,44.37
IRL,1963,6889000,82.31964001,7.020452498,3125.6,625.12,16.95861491,45.65
IRL,1964,6889000,82.24706053,7.021154614,2929.2,585.84,17.12991405,48.07
IRL,1965,6889000,82.18899695,7.021856799,3111.2,622.24,19.03323783,47.13
IRL,1966,6889000,81.79706779,7.022559055,3270,654,17.12991405,49.47
IRL,1967,6889000,82.07286979,7.023261381,3563.8,712.76,17.30294348,56.25
IRL,1968,6889000,82.36318769,7.023963778,4002.5,800.5,15.57264913,55.93
IRL,1969,6889000,82.6099579,7.024666244,3920.2,784.04,15.72994862,55.89
IRL,1970,6889000,82.26157643,7.025368781,3633.8,726.76,17.47772069,55.36
IRL,1971,6889000,82.3341559,7.026071388,4090.2,818.04,15.72994862,61.76
IRL,1972,6889000,82.47931485,7.026774066,3846.7,769.34,15.88883699,60.7
IRL,1973,6889000,82.47931485,6.956506325,3690,738,17.65426332,58.08
IRL,1974,6889000,82.6244738,6.886941262,4140.7,828.14,15.88883699,66.07
IRL,1975,6889000,82.95833938,6.818071849,4070.2,814.04,16.04933029,76.32
IRL,1976,6889000,82.98737117,6.749891131,3581.5,716.3,14.44439726,68.3
IRL,1977,6889000,83.05995065,6.682392219,4920.8,984.16,14.59030027,74.66
IRL,1978,6889000,83.13253012,6.615568297,4558.6,911.72,16.21144474,81.55
IRL,1979,6889000,83.05995065,6.549412614,4778.7,955.74,14.59030027,78.24
IRL,1980,6889000,83.13253012,6.615568297,4650.5,930.1,14.73767704,85.46
IRL,1981,6889000,83.2051096,6.682392219,4771.1,954.22,16.37519671,74.62
IRL,1982,6889000,83.13253012,6.749891131,5279.3,1055.86,14.73767704,79.4
IRL,1983,6889000,82.79866454,6.818071849,5035.9,1007.18,14.88654246,85.77
IRL,1984,6889000,82.68253738,6.886941262,6179.4,1235.88,13.39788821,90.08
IRL,1985,6889000,82.81318043,6.956506325,5238.2,1047.64,13.53322042,93.58
IRL,1986,6889000,82.65350559,7.026774066,5363,1072.6,15.03691158,97.04
IRL,1987,6889000,82.29060822,6.956506325,6286.3,1257.26,13.53322042,93.3
IRL,1988,6889000,82.20351285,6.886941262,6411,1282.2,13.66991961,90.42
IRL,1989,6889000,82.08738569,6.818071849,5996.3,1199.26,15.18879957,88.54
IRL,1990,6889000,82.00029032,6.749891131,6577.4,1315.48,13.66991961,97.79
IRL,1991,6889000,64.47960517,6.996661344,6521,1304.2,13.80799961,99.72
IRL,1992,6889000,64.05864422,7.243286257,6741.2,1348.24,13.50399971,102.35
IRL,1993,6889000,63.92800116,7.49005647,5728.1,1145.62,13.1260004,104.62
IRL,1994,6889000,63.72477863,7.736681383,5988.3,1197.66,12.57999992,98.58
IRL,1995,6889000,63.71026274,7.983451596,6578.7,1315.74,12.01000023,99.34
IRL,1996,6889000,63.01349978,8.230076509,7322,1464.4,11.23900032,100.55
IRL,1997,6889000,64.31993032,8.476846722,6297.1,1259.42,10.9119997,99.33
IRL,1998,6889000,64.1021919,8.723472521,6236.6,1247.32,9.102000237,103.68
IRL,1999,6889000,64.13122369,8.970242734,6985.7,1397.14,8.640999794,112.03
IRL,2000,6889000,64.04412832,9.216867647,7795.7,1559.14,7.949999809,107.03
IRL,2001,6889000,64.01509653,9.390767785,7580.9,1516.18,7.112999916,102.69
IRL,2002,6889000,63.47800842,9.564523507,6567.1,1313.42,7.032999992,99.39
IRL,2003,6889000,63.43446073,9.738423645,7100.7,1420.14,6.499000072,101
IRL,2004,6889000,62.49092757,9.912323782,8077.9,1615.58,6.375,100.02
IRL,2005,6889000,62.44737988,10.08622481,6904.7,1380.94,5.906000137,98.42
IRL,2006,6889000,61.83771229,10.17564233,7465.2,1493.04,5.705999851,101.57
IRL,2007,6889000,62.06996661,10.26491544,7188.8,1437.76,5.44299984,102.94
IRL,2008,6889000,60.96821161,10.35447826,7644.9,1528.98,5.289000034,96.44
IRL,2009,6889000,60.80708376,10.44389578,6887.1,1377.42,5.59100008,97.23
IRL,2010,6889000,66.30860793,10.53316889,7456.3,1491.26,5.752999783,103.77
IRL,2011,6889000,66.11990129,10.61561907,8441.5,1688.3,5.725999832,103.67
IRL,2012,6889000,65.8005516,10.69806924,6741.2,1348.24,5.785999775,98.13
IRL,2013,6889000,64.98766149,10.78037412,7802.1,1560.42,5.77699995,101.38
IRL,2014,6889000,64.82798665,10.86282518,8471.6,1694.32,5.441999912,103.22
IRL,2015,6889000,64.30541443,10.94527536,9008.6,1801.72,5.336999893,109.14
IRL,2016,6889000,64.53766875,11.02772554,8223.1,1644.62,5.284999847,111.24
IRL,2017,6889000,0,0,8785,1757,5.047999859,111.2398888
IRL,2018,6889000,0,0,0,0,4.769999981,111.2397775
IRL,2019,0,0,0,0,0,4.618999958,111.2396663
IRL,2020,0,0,0,0,0,4.486999989,111.239555
IMN,1960,0,0,6.311597422,0,0,0,0
IMN,1961,57000,57.01754386,6.312228644,0,0,0,0
IMN,1962,57000,57.01754386,6.31285993,0,0,0,0
IMN,1963,57000,56.49122941,6.31349128,0,0,0,0
IMN,1964,57000,55.78947235,6.314122692,0,0,0,0
IMN,1965,57000,56.14035088,6.314754167,0,0,0,0
IMN,1966,57000,54.38596491,6.315385706,0,0,0,0
IMN,1967,57000,54.56140418,6.316017308,0,0,0,0
IMN,1968,57000,54.73684344,6.316648972,0,0,0,0
IMN,1969,57000,55.43859716,6.317280701,0,0,0,0
IMN,1970,57000,55.43859716,6.317912492,0,0,0,0
IMN,1971,57000,55.43859716,6.318544346,0,0,0,0
IMN,1972,57000,56.14035088,6.319176264,0,0,0,0
IMN,1973,57000,56.84210794,6.255984501,0,0,0,0
IMN,1974,57000,57.54385831,6.193424656,0,0,0,0
IMN,1975,57000,58.24561537,6.13149041,0,0,0,0
IMN,1976,57000,59.12280836,6.070175506,0,0,0,0
IMN,1977,57000,59.82455873,6.00947375,0,0,0,0
IMN,1978,57000,60.52631579,5.949379013,0,0,0,0
IMN,1979,57000,61.22807285,5.889885223,0,0,0,0
IMN,1980,57000,62.10526583,5.949379013,0,0,0,0
