LOCATION,TIME,"Life expectancy at birth, total (years)"
ISR,1985,75.20731707
ISR,1986,74.95609756
ISR,1987,75.25853659
ISR,1988,74.43658537
ISR,1989,76.30731707
ISR,1990,76.60731707
ISR,1991,76.75853659
ISR,1992,76.50487805
ISR,1993,77.15365854
ISR,1994,77.40243902
ISR,1995,77.45121951
ISR,1996,78.10487805
ISR,1997,78
ISR,1998,78.14878049
ISR,1999,78.65853659
ISR,2000,78.95365854
ISR,2001,79.40731707
ISR,2002,79.45121951
ISR,2003,79.64878049
ISR,2004,80.14634146
ISR,2005,80.15121951
ISR,2006,80.55365854
ISR,2007,80.50487805
ISR,2008,80.95121951
ISR,2009,81.40487805
ISR,2010,81.60243902
ISR,2011,81.65609756
ISR,2012,81.70487805
ISR,2013,82.05609756
ISR,2014,82.15365854
ISR,2015,82.05121951
ISR,2016,82.40731707
ISR,2017,82.55121951
ISR,2018,82.80243902
ISR,2019,0
ISR,2020,0
ITA,1960,69.12390244
ITA,1961,69.7602439
ITA,1962,69.1497561
ITA,1963,69.24804878
ITA,1964,70.31170732
ITA,1965,70.17170732
ITA,1966,70.92609756
ITA,1967,70.95658537
ITA,1968,70.78
ITA,1969,70.81195122
ITA,1970,71.55878049
ITA,1971,71.80682927
ITA,1972,72.07536585
ITA,1973,72.02634146
ITA,1974,72.73439024
ITA,1975,72.64731707
ITA,1976,72.99195122
ITA,1977,73.36463415
ITA,1978,73.69317073
ITA,1979,74.00268293
ITA,1980,73.94317073
ITA,1981,74.35390244
ITA,1982,74.81463415
ITA,1983,74.6402439
ITA,1984,75.3895122
ITA,1985,75.47073171
ITA,1986,75.77073171
ITA,1987,76.2195122
ITA,1988,76.37073171
ITA,1989,76.8195122
ITA,1990,76.97073171
ITA,1991,77.0195122
ITA,1992,77.4195122
ITA,1993,77.72195122
ITA,1994,77.92195122
ITA,1995,78.17073171
ITA,1996,78.52195122
ITA,1997,78.82439024
ITA,1998,78.97560976
ITA,1999,79.42439024
ITA,2000,79.77804878
ITA,2001,80.12682927
ITA,2002,80.22926829
ITA,2003,79.98292683
ITA,2004,80.7804878
ITA,2005,80.78292683
ITA,2006,81.28292683
ITA,2007,81.43414634
ITA,2008,81.48536585
ITA,2009,81.63658537
ITA,2010,82.03658537
ITA,2011,82.18780488
ITA,2012,82.23902439
ITA,2013,82.6902439
ITA,2014,83.0902439
ITA,2015,82.54390244
ITA,2016,83.24390244
ITA,2017,82.94634146
ITA,2018,83.34634146
ITA,2019,0
ITA,2020,0
JAM,1960,64.77
JAM,1961,65.133
JAM,1962,65.465
JAM,1963,65.784
JAM,1964,66.1
JAM,1965,66.42
JAM,1966,66.74
JAM,1967,67.051
JAM,1968,67.349
JAM,1969,67.636
JAM,1970,67.917
JAM,1971,68.2
JAM,1972,68.491
JAM,1973,68.791
JAM,1974,69.099
JAM,1975,69.41
JAM,1976,69.718
JAM,1977,70.015
JAM,1978,70.294
JAM,1979,70.553
JAM,1980,70.793
JAM,1981,71.012
JAM,1982,71.217
JAM,1983,71.416
JAM,1984,71.614
JAM,1985,71.823
JAM,1986,72.056
JAM,1987,72.317
JAM,1988,72.601
JAM,1989,72.903
JAM,1990,73.204
JAM,1991,73.485
JAM,1992,73.727
JAM,1993,73.918
JAM,1994,74.053
JAM,1995,74.133
JAM,1996,74.167
JAM,1997,74.172
JAM,1998,74.164
JAM,1999,74.152
JAM,2000,74.142
JAM,2001,74.139
JAM,2002,74.14
JAM,2003,74.142
JAM,2004,74.146
JAM,2005,74.148
JAM,2006,74.143
JAM,2007,74.129
JAM,2008,74.103
JAM,2009,74.071
JAM,2010,74.038
JAM,2011,74.012
JAM,2012,74.001
JAM,2013,74.01
JAM,2014,74.042
JAM,2015,74.098
JAM,2016,74.175
JAM,2017,74.267
JAM,2018,74.368
JAM,2019,0
JAM,2020,0
JPN,1960,67.66609756
JPN,1961,68.31
JPN,1962,68.59487805
JPN,1963,69.65804878
JPN,1964,70.13243902
JPN,1965,70.20195122
JPN,1966,70.98658537
JPN,1967,71.27658537
JPN,1968,71.61121951
JPN,1969,71.83878049
JPN,1970,71.9502439
JPN,1971,72.88292683
JPN,1972,73.50658537
JPN,1973,73.75756098
JPN,1974,74.39390244
JPN,1975,75.05731707
JPN,1976,75.45682927
JPN,1977,75.89829268
JPN,1978,76.03829268
JPN,1979,76.33756098
JPN,1980,76.09170732
JPN,1981,76.41439024
JPN,1982,76.92292683
JPN,1983,76.96146341
JPN,1984,77.36536585
JPN,1985,77.6504878
JPN,1986,78.06463415
JPN,1987,78.48365854
JPN,1988,78.39926829
JPN,1989,78.81804878
JPN,1990,78.83682927
JPN,1991,79.10073171
JPN,1992,79.15390244
JPN,1993,79.29365854
JPN,1994,79.68707317
JPN,1995,79.53634146
JPN,1996,80.2002439
JPN,1997,80.42414634
JPN,1998,80.50146341
JPN,1999,80.57073171
JPN,2000,81.07609756
JPN,2001,81.41707317
JPN,2002,81.56341463
JPN,2003,81.76
JPN,2004,82.0302439
JPN,2005,81.92512195
JPN,2006,82.32195122
JPN,2007,82.50707317
JPN,2008,82.58756098
JPN,2009,82.93146341
JPN,2010,82.84268293
JPN,2011,82.59121951
JPN,2012,83.09609756
JPN,2013,83.33195122
JPN,2014,83.58780488
JPN,2015,83.79390244
JPN,2016,83.98487805
JPN,2017,84.0997561
JPN,2018,84.21097561
JPN,2019,0
JPN,2020,0
JOR,1960,52.651
JOR,1961,53.438
JOR,1962,54.22
JOR,1963,54.995
JOR,1964,55.765
JOR,1965,56.526
JOR,1966,57.279
JOR,1967,58.022
JOR,1968,58.752
JOR,1969,59.468
JOR,1970,60.171
JOR,1971,60.864
JOR,1972,61.545
JOR,1973,62.215
JOR,1974,62.869
JOR,1975,63.502
JOR,1976,64.108
JOR,1977,64.683
JOR,1978,65.224
JOR,1979,65.731
JOR,1980,66.207
JOR,1981,66.656
JOR,1982,67.086
JOR,1983,67.5
JOR,1984,67.899
JOR,1985,68.283
JOR,1986,68.649
JOR,1987,68.992
JOR,1988,69.311
JOR,1989,69.604
JOR,1990,69.872
JOR,1991,70.113
JOR,1992,70.331
JOR,1993,70.529
JOR,1994,70.712
JOR,1995,70.885
JOR,1996,71.053
JOR,1997,71.219
JOR,1998,71.386
JOR,1999,71.556
JOR,2000,71.73
JOR,2001,71.907
JOR,2002,72.083
JOR,2003,72.256
JOR,2004,72.427
JOR,2005,72.595
JOR,2006,72.763
JOR,2007,72.931
JOR,2008,73.099
JOR,2009,73.266
JOR,2010,73.428
JOR,2011,73.581
JOR,2012,73.722
JOR,2013,73.851
JOR,2014,73.969
JOR,2015,74.078
JOR,2016,74.184
JOR,2017,74.292
JOR,2018,74.405
JOR,2019,0
JOR,2020,0
KAZ,1960,58.36758537
KAZ,1961,58.78158537
KAZ,1962,59.19956098
KAZ,1963,59.61953659
KAZ,1964,60.038
KAZ,1965,60.45195122
KAZ,1966,60.85541463
KAZ,1967,61.24339024
KAZ,1968,61.61287805
KAZ,1969,61.95987805
KAZ,1970,62.27939024
KAZ,1971,62.56690244
KAZ,1972,62.82592683
KAZ,1973,63.06092683
KAZ,1974,63.27992683
KAZ,1975,63.49187805
KAZ,1976,63.70926829
KAZ,1977,63.94009756
KAZ,1978,64.19190244
KAZ,1979,64.46673171
KAZ,1980,66.62439024
KAZ,1981,66.70609756
KAZ,1982,66.78780488
KAZ,1983,67.66219512
KAZ,1984,68.53658537
KAZ,1985,68.53658537
KAZ,1986,68.91341463
KAZ,1987,69.2902439
KAZ,1988,68.84878049
KAZ,1989,68.2902439
KAZ,1990,68.33658537
KAZ,1991,67.98292683
KAZ,1992,67.73170732
KAZ,1993,66.72682927
KAZ,1994,65.67317073
KAZ,1995,64.9195122
KAZ,1996,64.1097561
KAZ,1997,64.46341463
KAZ,1998,64.56097561
KAZ,1999,65.5195122
KAZ,2000,65.51707317
KAZ,2001,65.76829268
KAZ,2002,65.96829268
KAZ,2003,65.86585366
KAZ,2004,65.88780488
KAZ,2005,65.9097561
KAZ,2006,66.16097561
KAZ,2007,66.50487805
KAZ,2008,67.02195122
KAZ,2009,68.42926829
KAZ,2010,68.29536585
KAZ,2011,68.98
KAZ,2012,69.61
KAZ,2013,70.45
KAZ,2014,71.62
KAZ,2015,72
KAZ,2016,72.3
KAZ,2017,72.95
KAZ,2018,73.15
KAZ,2019,0
KAZ,2020,0
KEN,1960,46.76
KEN,1961,47.417
KEN,1962,48.058
KEN,1963,48.674
KEN,1964,49.261
KEN,1965,49.821
KEN,1966,50.364
KEN,1967,50.902
KEN,1968,51.446
KEN,1969,51.998
KEN,1970,52.557
KEN,1971,53.118
KEN,1972,53.674
KEN,1973,54.218
KEN,1974,54.749
KEN,1975,55.273
KEN,1976,55.802
KEN,1977,56.337
KEN,1978,56.872
KEN,1979,57.393
KEN,1980,57.881
KEN,1981,58.316
KEN,1982,58.676
KEN,1983,58.94
KEN,1984,59.093
KEN,1985,59.12
KEN,1986,59.01
KEN,1987,58.773
KEN,1988,58.422
KEN,1989,57.967
KEN,1990,57.406
KEN,1991,56.736
KEN,1992,55.973
KEN,1993,55.151
KEN,1994,54.31
KEN,1995,53.486
KEN,1996,52.709
KEN,1997,52.014
KEN,1998,51.448
KEN,1999,51.059
KEN,2000,50.921
KEN,2001,51.101
KEN,2002,51.606
KEN,2003,52.41
KEN,2004,53.475
KEN,2005,54.732
KEN,2006,56.093
KEN,2007,57.463
KEN,2008,58.76
KEN,2009,59.932
KEN,2010,60.959
KEN,2011,61.851
KEN,2012,62.659
KEN,2013,63.419
KEN,2014,64.135
KEN,2015,64.798
KEN,2016,65.393
KEN,2017,65.909
KEN,2018,66.342
KEN,2019,0
KEN,2020,0
KIR,1960,47.061
KIR,1961,47.557
KIR,1962,48.071
KIR,1963,48.601
KIR,1964,49.145
KIR,1965,49.697
KIR,1966,50.25
KIR,1967,50.796
KIR,1968,51.327
KIR,1969,51.837
KIR,1970,52.323
KIR,1971,52.782
KIR,1972,53.218
KIR,1973,53.633
KIR,1974,54.027
KIR,1975,54.399
KIR,1976,54.748
KIR,1977,55.074
KIR,1978,55.382
KIR,1979,55.679
KIR,1980,55.971
KIR,1981,56.266
KIR,1982,56.569
KIR,1983,56.886
KIR,1984,57.221
KIR,1985,57.579
KIR,1986,57.962
KIR,1987,58.366
KIR,1988,58.783
KIR,1989,59.209
KIR,1990,59.636
KIR,1991,60.053
KIR,1992,60.455
KIR,1993,60.837
KIR,1994,61.198
KIR,1995,61.539
KIR,1996,61.866
KIR,1997,62.188
KIR,1998,62.509
KIR,1999,62.829
KIR,2000,63.144
KIR,2001,63.446
KIR,2002,63.731
KIR,2003,63.995
KIR,2004,64.242
KIR,2005,64.478
KIR,2006,64.712
KIR,2007,64.953
KIR,2008,65.208
KIR,2009,65.48
KIR,2010,65.769
KIR,2011,66.072
KIR,2012,66.381
KIR,2013,66.69
KIR,2014,66.995
KIR,2015,67.291
KIR,2016,67.577
KIR,2017,67.851
KIR,2018,68.116
KIR,2019,0
KIR,2020,0
PRK,1960,51.297
PRK,1961,51.674
PRK,1962,52.076
PRK,1963,52.61
PRK,1964,53.335
PRK,1965,54.264
PRK,1966,55.356
PRK,1967,56.506
PRK,1968,57.625
PRK,1969,58.681
PRK,1970,59.656
PRK,1971,60.549
PRK,1972,61.379
PRK,1973,62.161
PRK,1974,62.896
PRK,1975,63.579
PRK,1976,64.206
PRK,1977,64.776
PRK,1978,65.294
PRK,1979,65.762
PRK,1980,66.186
PRK,1981,66.571
PRK,1982,66.924
PRK,1983,67.255
PRK,1984,67.569
PRK,1985,67.9
PRK,1986,68.284
PRK,1987,68.719
PRK,1988,69.177
PRK,1989,69.611
PRK,1990,69.896
PRK,1991,69.879
PRK,1992,69.492
PRK,1993,68.742
PRK,1994,67.698
PRK,1995,66.537
PRK,1996,65.495
PRK,1997,64.772
PRK,1998,64.493
PRK,1999,64.684
PRK,2000,65.268
PRK,2001,66.087
PRK,2002,66.925
PRK,2003,67.615
PRK,2004,68.102
PRK,2005,68.389
PRK,2006,68.54
PRK,2007,68.675
PRK,2008,68.884
PRK,2009,69.185
PRK,2010,69.571
PRK,2011,70.012
PRK,2012,70.454
PRK,2013,70.853
PRK,2014,71.198
PRK,2015,71.481
PRK,2016,71.711
PRK,2017,71.91
PRK,2018,72.095
PRK,2019,0
PRK,2020,0
KOR,1960,55.41553659
KOR,1961,56.01497561
KOR,1962,56.51231707
KOR,1963,56.97060976
KOR,1964,57.44092683
KOR,1965,57.96829268
KOR,1966,58.57517073
KOR,1967,59.24146341
KOR,1968,59.94460976
KOR,1969,60.67502439
KOR,1970,62.16341463
KOR,1971,62.61219512
KOR,1972,63.0097561
KOR,1973,63.40731707
KOR,1974,63.80487805
KOR,1975,64.15365854
KOR,1976,64.50243902
KOR,1977,64.9
KOR,1978,65.19756098
KOR,1979,65.54634146
KOR,1980,66.04634146
KOR,1981,66.54634146
KOR,1982,67.09512195
KOR,1983,67.54634146
KOR,1984,68.19512195
KOR,1985,68.79512195
KOR,1986,69.44634146
KOR,1987,69.99756098
KOR,1988,70.54878049
KOR,1989,71.04878049
KOR,1990,71.59756098
KOR,1991,72.04634146
KOR,1992,72.49756098
KOR,1993,72.99756098
KOR,1994,73.39756098
KOR,1995,73.7
KOR,1996,74.15121951
KOR,1997,74.60243902
KOR,1998,75.00487805
KOR,1999,75.4097561
KOR,2000,75.9097561
KOR,2001,76.41219512
KOR,2002,76.76585366
KOR,2003,77.21463415
KOR,2004,77.66585366
KOR,2005,78.16829268
KOR,2006,78.66829268
KOR,2007,79.1195122
KOR,2008,79.51707317
KOR,2009,79.96829268
KOR,2010,80.11707317
KOR,2011,80.56829268
KOR,2012,80.8195122
KOR,2013,81.27073171
KOR,2014,81.72195122
KOR,2015,82.02439024
KOR,2016,82.27560976
KOR,2017,82.62682927
KOR,2018,82.62682927
KOR,2019,0
KOR,2020,0
XKX,1960,0
XKX,1961,0
XKX,1962,0
XKX,1963,0
XKX,1964,0
XKX,1965,0
XKX,1966,0
XKX,1967,0
XKX,1968,0
XKX,1969,0
XKX,1970,0
XKX,1971,0
XKX,1972,0
XKX,1973,0
XKX,1974,0
XKX,1975,0
XKX,1976,0
XKX,1977,0
XKX,1978,0
XKX,1979,0
XKX,1980,0
XKX,1981,65.89756098
XKX,1982,66.19756098
XKX,1983,66.39756098
XKX,1984,66.59756098
XKX,1985,66.79756098
XKX,1986,66.99756098
XKX,1987,67.19756098
XKX,1988,67.39756098
XKX,1989,67.54878049
XKX,1990,67.74878049
XKX,1991,67.94878049
XKX,1992,68.1
XKX,1993,68.24878049
XKX,1994,68.4
XKX,1995,68.55121951
XKX,1996,68.7
XKX,1997,68.85121951
XKX,1998,68.95121951
XKX,1999,66.95121951
XKX,2000,67.95121951
XKX,2001,67.99756098
XKX,2002,67.94390244
XKX,2003,68.19512195
XKX,2004,68.44634146
XKX,2005,68.69512195
XKX,2006,68.94634146
XKX,2007,69.19756098
XKX,2008,69.39756098
XKX,2009,69.64878049
XKX,2010,69.9
XKX,2011,70.14878049
XKX,2012,70.49756098
XKX,2013,70.79756098
XKX,2014,71.09756098
XKX,2015,71.34634146
XKX,2016,71.64634146
XKX,2017,71.94634146
XKX,2018,72.19512195
XKX,2019,0
XKX,2020,0
KWT,1960,59.343
KWT,1961,60.099
KWT,1962,60.841
KWT,1963,61.565
KWT,1964,62.265
KWT,1965,62.934
KWT,1966,63.566
KWT,1967,64.158
KWT,1968,64.713
KWT,1969,65.231
KWT,1970,65.715
KWT,1971,66.169
KWT,1972,66.602
KWT,1973,67.02
KWT,1974,67.426
KWT,1975,67.824
KWT,1976,68.217
KWT,1977,68.602
KWT,1978,68.977
KWT,1979,69.342
KWT,1980,69.693
KWT,1981,70.028
KWT,1982,70.344
KWT,1983,70.64
KWT,1984,70.914
KWT,1985,71.167
KWT,1986,71.398
KWT,1987,71.61
KWT,1988,71.805
KWT,1989,71.985
KWT,1990,72.15
KWT,1991,72.3
KWT,1992,72.435
KWT,1993,72.556
KWT,1994,72.666
KWT,1995,72.764
KWT,1996,72.852
KWT,1997,72.931
KWT,1998,73.004
KWT,1999,73.074
KWT,2000,73.142
KWT,2001,73.21
KWT,2002,73.28
KWT,2003,73.355
KWT,2004,73.439
KWT,2005,73.538
KWT,2006,73.66
KWT,2007,73.807
KWT,2008,73.976
KWT,2009,74.162
KWT,2010,74.358
KWT,2011,74.55
KWT,2012,74.728
KWT,2013,74.885
KWT,2014,75.019
KWT,2015,75.13
KWT,2016,75.224
KWT,2017,75.311
KWT,2018,75.398
KWT,2019,0
KWT,2020,0
KGZ,1960,56.12807317
KGZ,1961,56.56412195
KGZ,1962,57.00265854
KGZ,1963,57.44319512
KGZ,1964,57.8822439
KGZ,1965,58.31526829
KGZ,1966,58.73829268
KGZ,1967,59.14631707
KGZ,1968,59.53585366
KGZ,1969,59.90387805
KGZ,1970,60.24490244
KGZ,1971,60.55441463
KGZ,1972,60.83541463
KGZ,1973,61.09290244
KGZ,1974,61.33290244
KGZ,1975,61.56485366
KGZ,1976,61.7972439
KGZ,1977,62.04007317
KGZ,1978,62.30090244
KGZ,1979,62.5857561
KGZ,1980,62.90378049
KGZ,1981,63.26363415
KGZ,1982,63.65887805
KGZ,1983,64.0775122
KGZ,1984,64.50492683
KGZ,1985,64.91895122
KGZ,1986,65.29378049
KGZ,1987,65.61119512
KGZ,1988,65.85858537
KGZ,1989,67.90731707
KGZ,1990,68.29756098
KGZ,1991,68.55121951
KGZ,1992,68.10243902
KGZ,1993,67.19268293
KGZ,1994,66.03902439
KGZ,1995,65.7902439
KGZ,1996,66.54390244
KGZ,1997,66.89268293
KGZ,1998,67.05121951
KGZ,1999,68.65609756
KGZ,2000,68.55853659
KGZ,2001,68.70731707
KGZ,2002,68.15609756
KGZ,2003,68.25609756
KGZ,2004,68.15365854
KGZ,2005,67.95609756
KGZ,2006,67.69512195
KGZ,2007,67.89512195
KGZ,2008,68.45121951
KGZ,2009,69.10243902
KGZ,2010,69.3
KGZ,2011,69.60243902
KGZ,2012,70.00243902
KGZ,2013,70.20243902
KGZ,2014,70.40243902
KGZ,2015,70.65121951
KGZ,2016,70.95121951
KGZ,2017,71.2
KGZ,2018,71.4
KGZ,2019,0
KGZ,2020,0
LAO,1960,43.204
LAO,1961,43.511
LAO,1962,43.817
LAO,1963,44.121
LAO,1964,44.424
LAO,1965,44.728
LAO,1966,45.033
LAO,1967,45.34
LAO,1968,45.65
LAO,1969,45.962
LAO,1970,46.273
LAO,1971,46.578
LAO,1972,46.876
LAO,1973,47.166
LAO,1974,47.449
LAO,1975,47.722
LAO,1976,47.985
LAO,1977,48.244
LAO,1978,48.503
LAO,1979,48.771
LAO,1980,49.061
LAO,1981,49.386
LAO,1982,49.753
LAO,1983,50.162
LAO,1984,50.61
LAO,1985,51.084
LAO,1986,51.566
LAO,1987,52.04
LAO,1988,52.497
LAO,1989,52.935
LAO,1990,53.364
LAO,1991,53.799
LAO,1992,54.258
LAO,1993,54.753
LAO,1994,55.285
LAO,1995,55.851
LAO,1996,56.44
LAO,1997,57.04
LAO,1998,57.637
LAO,1999,58.225
LAO,2000,58.803
LAO,2001,59.372
LAO,2002,59.937
LAO,2003,60.502
LAO,2004,61.065
LAO,2005,61.625
LAO,2006,62.182
LAO,2007,62.731
LAO,2008,63.271
LAO,2009,63.797
LAO,2010,64.306
LAO,2011,64.797
LAO,2012,65.267
LAO,2013,65.717
LAO,2014,66.144
LAO,2015,66.546
LAO,2016,66.924
LAO,2017,67.277
LAO,2018,67.61
LAO,2019,0
LAO,2020,0
LVA,1960,69.78682927
LVA,1961,70.03243902
LVA,1962,69.4304878
LVA,1963,69.82902439
LVA,1964,71.02804878
LVA,1965,70.72658537
LVA,1966,70.70731707
LVA,1967,70.39390244
LVA,1968,70.04292683
LVA,1969,69.79682927
LVA,1970,69.83536585
LVA,1971,70.16463415
LVA,1972,69.87878049
LVA,1973,69.81341463
LVA,1974,69.74097561
LVA,1975,68.92536585
LVA,1976,69.04780488
LVA,1977,69.10463415
LVA,1978,68.98780488
LVA,1979,68.49560976
LVA,1980,68.80853659
LVA,1981,68.78634146
LVA,1982,69.32829268
LVA,1983,69.11902439
LVA,1984,69.16292683
LVA,1985,69.29146341
LVA,1986,70.62243902
LVA,1987,70.69292683
LVA,1988,70.61536585
LVA,1989,70.15536585
LVA,1990,69.27317073
LVA,1991,69.03243902
LVA,1992,68.39609756
LVA,1993,66.72268293
LVA,1994,65.66439024
LVA,1995,66.39121951
LVA,1996,68.77658537
LVA,1997,69.34926829
LVA,1998,69.01219512
LVA,1999,69.74292683
LVA,2000,70.31463415
LVA,2001,70.76097561
LVA,2002,70.96097561
LVA,2003,71.26585366
LVA,2004,72.02682927
LVA,2005,71.35609756
LVA,2006,70.86585366
LVA,2007,71.0195122
LVA,2008,72.4195122
LVA,2009,73.0804878
LVA,2010,73.48292683
LVA,2011,73.57560976
LVA,2012,73.77804878
LVA,2013,73.98292683
LVA,2014,74.12439024
LVA,2015,74.4804878
LVA,2016,74.5804878
LVA,2017,74.62926829
LVA,2018,74.78292683
LVA,2019,0
LVA,2020,0
LBN,1960,63.267
LBN,1961,63.575
LBN,1962,63.871
LBN,1963,64.157
LBN,1964,64.435
LBN,1965,64.709
LBN,1966,64.982
LBN,1967,65.255
LBN,1968,65.528
LBN,1969,65.8
LBN,1970,66.067
LBN,1971,66.323
LBN,1972,66.565
LBN,1973,66.789
LBN,1974,66.995
LBN,1975,67.183
LBN,1976,67.352
LBN,1977,67.507
LBN,1978,67.656
LBN,1979,67.802
LBN,1980,67.952
LBN,1981,68.113
LBN,1982,68.287
LBN,1983,68.478
LBN,1984,68.689
LBN,1985,68.918
LBN,1986,69.163
LBN,1987,69.42
LBN,1988,69.689
LBN,1989,69.969
LBN,1990,70.266
LBN,1991,70.584
LBN,1992,70.929
LBN,1993,71.3
LBN,1994,71.699
LBN,1995,72.125
LBN,1996,72.576
LBN,1997,73.046
LBN,1998,73.528
LBN,1999,74.017
LBN,2000,74.507
LBN,2001,74.999
LBN,2002,75.488
LBN,2003,75.969
LBN,2004,76.432
LBN,2005,76.865
LBN,2006,77.26
LBN,2007,77.609
LBN,2008,77.911
LBN,2009,78.161
LBN,2010,78.36
LBN,2011,78.507
LBN,2012,78.611
LBN,2013,78.683
LBN,2014,78.732
LBN,2015,78.768
LBN,2016,78.8
LBN,2017,78.833
LBN,2018,78.875
LBN,2019,0
LBN,2020,0
LSO,1960,47.919
LSO,1961,48.162
LSO,1962,48.383
LSO,1963,48.59
LSO,1964,48.797
LSO,1965,49.015
LSO,1966,49.254
LSO,1967,49.523
LSO,1968,49.829
LSO,1969,50.18
LSO,1970,50.584
LSO,1971,51.048
LSO,1972,51.565
LSO,1973,52.129
LSO,1974,52.731
LSO,1975,53.367
LSO,1976,54.03
LSO,1977,54.709
LSO,1978,55.39
LSO,1979,56.058
LSO,1980,56.702
LSO,1981,57.319
LSO,1982,57.901
LSO,1983,58.437
LSO,1984,58.91
LSO,1985,59.309
LSO,1986,59.632
LSO,1987,59.868
LSO,1988,60
LSO,1989,60.003
LSO,1990,59.837
LSO,1991,59.464
LSO,1992,58.868
LSO,1993,58.05
LSO,1994,57.022
LSO,1995,55.782
LSO,1996,54.334
LSO,1997,52.728
LSO,1998,51.034
LSO,1999,49.328
LSO,2000,47.691
LSO,2001,46.197
LSO,2002,44.898
LSO,2003,43.845
LSO,2004,43.083
LSO,2005,42.658
LSO,2006,42.595
LSO,2007,42.854
LSO,2008,43.384
LSO,2009,44.146
LSO,2010,45.1
LSO,2011,46.207
LSO,2012,47.416
LSO,2013,48.663
LSO,2014,49.891
LSO,2015,51.038
LSO,2016,52.059
LSO,2017,52.947
LSO,2018,53.705
LSO,2019,0
LSO,2020,0
LBR,1960,34.264
LBR,1961,34.56
LBR,1962,34.911
LBR,1963,35.322
LBR,1964,35.796
LBR,1965,36.324
LBR,1966,36.895
LBR,1967,37.491
LBR,1968,38.099
LBR,1969,38.714
LBR,1970,39.338
LBR,1971,39.98
LBR,1972,40.65
LBR,1973,41.346
LBR,1974,42.061
LBR,1975,42.786
LBR,1976,43.514
LBR,1977,44.226
LBR,1978,44.902
LBR,1979,45.52
LBR,1980,46.053
LBR,1981,46.474
LBR,1982,46.776
LBR,1983,46.962
LBR,1984,47.038
LBR,1985,47.004
LBR,1986,46.862
LBR,1987,46.645
LBR,1988,46.399
LBR,1989,46.174
LBR,1990,46.046
LBR,1991,46.097
LBR,1992,46.357
LBR,1993,46.832
LBR,1994,47.506
LBR,1995,48.314
LBR,1996,49.163
LBR,1997,49.963
LBR,1998,50.657
LBR,1999,51.234
LBR,2000,51.734
LBR,2001,52.236
LBR,2002,52.826
LBR,2003,53.554
LBR,2004,54.422
LBR,2005,55.393
LBR,2006,56.4
LBR,2007,57.365
LBR,2008,58.229
LBR,2009,58.971
LBR,2010,59.6
LBR,2011,60.146
LBR,2012,60.663
LBR,2013,61.186
LBR,2014,61.723
LBR,2015,62.269
LBR,2016,62.802
LBR,2017,63.295
LBR,2018,63.73
LBR,2019,0
LBR,2020,0
LBY,1960,42.609
LBY,1961,44.211
LBY,1962,45.833
LBY,1963,47.415
LBY,1964,48.914
LBY,1965,50.303
LBY,1966,51.581
LBY,1967,52.778
LBY,1968,53.921
LBY,1969,55.011
LBY,1970,56.052
LBY,1971,57.046
LBY,1972,57.995
LBY,1973,58.902
LBY,1974,59.77
LBY,1975,60.6
LBY,1976,61.393
LBY,1977,62.15
LBY,1978,62.869
LBY,1979,63.548
LBY,1980,64.185
LBY,1981,64.771
LBY,1982,65.306
LBY,1983,65.793
LBY,1984,66.235
LBY,1985,66.644
LBY,1986,67.03
LBY,1987,67.405
LBY,1988,67.775
LBY,1989,68.141
LBY,1990,68.503
LBY,1991,68.85
LBY,1992,69.175
LBY,1993,69.469
LBY,1994,69.732
LBY,1995,69.965
LBY,1996,70.169
LBY,1997,70.352
LBY,1998,70.522
LBY,1999,70.684
LBY,2000,70.852
LBY,2001,71.038
LBY,2002,71.244
LBY,2003,71.466
LBY,2004,71.693
LBY,2005,71.902
LBY,2006,72.063
LBY,2007,72.155
LBY,2008,72.174
LBY,2009,72.129
LBY,2010,72.044
LBY,2011,71.956
LBY,2012,71.901
LBY,2013,71.907
LBY,2014,71.981
LBY,2015,72.121
LBY,2016,72.311
LBY,2017,72.52
LBY,2018,72.724
LBY,2019,0
LBY,2020,0
LIE,1960,0
LIE,1961,0
LIE,1962,0
LIE,1963,0
LIE,1964,0
LIE,1965,0
LIE,1966,0
LIE,1967,0
LIE,1968,0
LIE,1969,0
LIE,1970,0
LIE,1971,0
LIE,1972,0
LIE,1973,0
LIE,1974,0
LIE,1975,0
LIE,1976,0
LIE,1977,0
LIE,1978,0
LIE,1979,0
LIE,1980,0
LIE,1981,0
LIE,1982,0
LIE,1983,0
LIE,1984,0
LIE,1985,0
LIE,1986,0
LIE,1987,0
LIE,1988,0
LIE,1989,0
LIE,1990,0
LIE,1991,0
LIE,1992,0
LIE,1993,0
LIE,1994,78.42195122
LIE,1995,77.3902439
LIE,1996,76.83658537
LIE,1997,76.04634146
LIE,1998,77.74634146
LIE,1999,79.1097561
LIE,2000,76.82682927
LIE,2001,79.27560976
LIE,2002,79.63658537
LIE,2003,79.96097561
LIE,2004,81.77073171
LIE,2005,80.66829268
LIE,2006,80.94878049
LIE,2007,81.29512195
LIE,2008,82.68292683
LIE,2009,81.5
LIE,2010,81.84146341
LIE,2011,81.79268293
LIE,2012,82.38292683
LIE,2013,82.26097561
LIE,2014,82.07317073
LIE,2015,82.65609756
LIE,2016,82.25853659
LIE,2017,83.74634146
LIE,2018,83.04146341
LIE,2019,0
LIE,2020,0
LTU,1960,69.84731707
LTU,1961,70.10268293
LTU,1962,69.09536585
